Sr. No.,Date,Exhibition Id,Visitor Id,Products,Payment Mode,Amount
1140,24/Dec/2019,KOL12019,KOL1945323,Home Appliances,Cash,1350
1141,24/Dec/2019,KOL12019,KOL1945323,Home Appliances,Cash,1400
1142,24/Dec/2019,KOL12019,KOL1945323,Home Appliances,Cash,300
1143,24/Dec/2019,KOL12019,KOL1945323,Home Appliances,Cash,1500
1144,24/Dec/2019,KOL12019,KOL1942138,Home Appliances,Cash,60000
1145,24/Dec/2019,KOL12019,KOL1914722,Home Appliances,Cash,7200
1146,24/Dec/2019,KOL12019,KOL1938376,Home Appliances,Cash,7200
1147,23/Dec/2019,KOL12019,KOL1988564,Home Appliances,Credit Card,5500
1148,23/Dec/2019,KOL12019,KOL1952726,Home Appliances,Cash,2700
1149,23/Dec/2019,KOL12019,KOL1912411,Home Appliances,Cash,1
1150,23/Dec/2019,KOL12019,KOL1925772,Home Appliances,Cash,2540
1151,23/Dec/2019,KOL12019,KOL1947528,Home Appliances,Cash,200
1152,23/Dec/2019,KOL12019,KOL1924618,Home Appliances,Cash,7147
1153,23/Dec/2019,KOL12019,KOL1963817,Home Appliances,Cash,1930
1154,23/Dec/2019,KOL12019,KOL1974354,Home Appliances,Cash,17800
1155,23/Dec/2019,KOL12019,KOL1956171,Home Appliances,Cash,2340
1156,23/Dec/2019,KOL12019,KOL1913234,Home Appliances,Credit Card,4460
1157,23/Dec/2019,KOL12019,KOL1987465,Home Appliances,Cash,9500
1158,23/Dec/2019,KOL12019,KOL1975387,Home Appliances,Cash,200
1159,23/Dec/2019,KOL12019,KOL1987465,Home Appliances,Cash,1250
1160,22/Dec/2019,KOL12019,KOL1947118,Home Appliances,Cash,2670
1161,22/Dec/2019,KOL12019,KOL1957638,Home Appliances,Cash,7147
1162,22/Dec/2019,KOL12019,KOL1948650,Home Appliances,Cash,1500
1163,22/Dec/2019,KOL12019,KOL1961541,Home Appliances,Cash,4523
1164,22/Dec/2019,KOL12019,KOL1937845,Home Appliances,Cash,1000
1165,22/Dec/2019,KOL12019,KOL1948547,Home Appliances,Cash,200
1166,22/Dec/2019,KOL12019,KOL1962838,Home Appliances,Cash,7200
1167,21/Dec/2019,KOL12019,KOL1850774,Home Appliances,Cash,7200
1168,21/Dec/2019,KOL12019,KOL1924184,Home Appliances,Cash,300
1169,21/Dec/2019,KOL12019,KOL1923654,Home Appliances,Cash,150
1170,21/Dec/2019,KOL12019,KOL1925773,Home Appliances,Cash,9500
1171,21/Dec/2019,KOL12019,KOL1938745,Home Appliances,Cash,23000
1172,21/Dec/2019,KOL12019,KOL1947347,Home Appliances,Cash,7150
1173,21/Dec/2019,KOL12019,KOL1957476,Home Appliances,Cash,300
1174,20/Dec/2019,KOL12019,KOL1977728,Home Appliances,Cash,12500
1175,19/Dec/2019,KOL12019,KOL1942645,Home Appliances,Credit Card,7147
1176,19/Dec/2019,KOL12019,KOL1968682,Home Appliances,Cash,1345
1177,19/Dec/2019,KOL12019,KOL1942146,Home Appliances,Cash,300
1178,19/Dec/2019,KOL12019,KOL1664324,Home Appliances,Cash,6147
1179,18/Dec/2019,KOL12019,KOL1932588,Home Appliances,Cash,500
1180,18/Dec/2019,KOL12019,KOL1832746,Home Appliances,Cash,2270
1181,18/Dec/2019,KOL12019,KOL1953587,Home Appliances,Cash,1000
1182,17/Dec/2019,KOL12019,KOL1822521,Home Appliances,Cash,6600
1183,17/Dec/2019,KOL12019,KOL1971266,Home Appliances,Cash,2730
1184,16/Dec/2019,KOL12019,KOL1967165,Home Appliances,Cash,250
1185,16/Dec/2019,KOL12019,KOL1987242,Home Appliances,Cash,1998
1186,16/Dec/2019,KOL12019,KOL1921114,Home Appliances,Cash,335
1187,16/Dec/2019,KOL12019,KOL1985356,Home Appliances,Cash,7200
1188,15/Dec/2019,KOL12019,KOL1918136,Home Appliances,Cash,1000
1189,15/Dec/2019,KOL12019,KOL1938567,Home Appliances,Cash,850
1190,15/Dec/2019,KOL12019,KOL1937256,Home Appliances,Cash,400
1191,15/Dec/2019,KOL12019,KOL1918136,Home Appliances,Cash,1250
1192,15/Dec/2019,KOL12019,KOL1934734,Home Appliances,Cash,650
1193,15/Dec/2019,KOL12019,KOL1914168,Home Appliances,Cash,550
1194,15/Dec/2019,KOL12019,KOL1987554,Home Appliances,Cash,900
1195,15/Dec/2019,KOL12019,KOL1988454,Home Appliances,Cash,9500
1196,15/Dec/2019,KOL12019,KOL1983116,Home Appliances,Cash,7200
1197,15/Dec/2019,KOL12019,KOL1967358,Home Appliances,Cash,9500
1198,15/Dec/2019,KOL12019,KOL1958378,Home Appliances,Cash,7200
1199,14/Dec/2019,KOL12019,KOL1961133,Home Appliances,Cash,30
1200,14/Dec/2019,KOL12019,KOL1964814,Home Appliances,Cash,7200
1201,14/Dec/2019,KOL12019,KOL1832746,Home Appliances,Cash,7500
1202,14/Dec/2019,KOL12019,KOL1958381,Home Appliances,Cash,1145
1203,14/Dec/2019,KOL12019,KOL1982232,Home Appliances,Cash,5370
1204,13/Dec/2019,KOL12019,KOL1163074,Home Appliances,Cash,1340
1205,13/Dec/2019,KOL12019,KOL1968267,Home Appliances,Cash,30
1206,13/Dec/2019,KOL12019,KOL1967358,Home Appliances,Cash,9500
1207,13/Dec/2019,KOL12019,KOL1912631,Home Appliances,Cash,5000
1208,13/Dec/2019,KOL12019,KOL1983116,Home Appliances,Cash,7200
1209,13/Dec/2019,KOL12019,KOL1986448,Home Appliances,Cash,900
1210,25/Dec/2019,KOL12019,KOL1941526,Home Decor,Cash,28000
1211,24/Dec/2019,KOL12019,KOL1170748,Home Decor,Cash,6300
1212,23/Dec/2019,KOL12019,KOL1928613,Home Decor,Cash,3300
1213,23/Dec/2019,KOL12019,KOL1964768,Home Decor,Cash,5100
1214,23/Dec/2019,KOL12019,KOL1983414,Home Decor,Cash,850
1215,23/Dec/2019,KOL12019,KOL1954288,Home Decor,Cash,1300
1216,23/Dec/2019,KOL12019,KOL1954288,Home Decor,Cash,1000
1217,22/Dec/2019,KOL12019,KOL1977331,Home Decor,Cash,2350
1218,22/Dec/2019,KOL12019,KOL1928265,Home Decor,Cash,6100
1219,21/Dec/2019,KOL12019,KOL1983382,Home Decor,Cash,6050
1220,20/Dec/2019,KOL12019,KOL1917176,Home Decor,Cash,8500
1221,20/Dec/2019,KOL12019,KOL1968126,Home Decor,Cash,530
1222,19/Dec/2019,KOL12019,KOL1933273,Home Decor,Cash,2500
1223,19/Dec/2019,KOL12019,KOL1982667,Home Decor,Cash,620
1224,18/Dec/2019,KOL12019,KOL1945432,Home Decor,Cash,16500
1225,15/Dec/2019,KOL12019,KOL1832746,Home Decor,Cash,1250
1226,25/Dec/2019,KOL12019,KOL1924881,income tax,Cash,1000
1227,25/Dec/2019,KOL12019,KOL1958463,income tax,Cash,1500
1228,15/Dec/2019,KOL12019,KOL1974817,income tax,Cash,5000
1229,23/Dec/2019,KOL12019,KOL1966523,Investment,Cash,2000
1230,19/Dec/2019,KOL12019,KOL1933744,Investment,Cash,9000
1231,13/Dec/2019,KOL12019,KOL1941847,Investment,Cash,310
1232,23/Dec/2019,KOL12019,KOL1951323,Iron box lights,Cash,150
1233,14/Dec/2019,KOL12019,KOL1952487,Iron box lights,Credit Card,3500
1234,25/Dec/2019,KOL12019,KOL1934623,Jamdani Saree,Credit Card,4000
1235,25/Dec/2019,KOL12019,KOL1983731,Jamdani Saree,Cash,5000
1236,25/Dec/2019,KOL12019,KOL1823675,Jamdani Saree,Cash,900
1237,25/Dec/2019,KOL12019,KOL1954883,Jamdani Saree,Cash,4000
1238,25/Dec/2019,KOL12019,KOL1974728,Jamdani Saree,Cash,5600
1239,25/Dec/2019,KOL12019,KOL1944245,Jamdani Saree,Cash,9500
1240,25/Dec/2019,KOL12019,KOL1967487,Jamdani Saree,Cash,2800
1241,25/Dec/2019,KOL12019,KOL1983731,Jamdani Saree,Cash,14000
1242,25/Dec/2019,KOL12019,KOL1933617,Jamdani Saree,Cash,22500
1243,25/Dec/2019,KOL12019,KOL1985164,Jamdani Saree,Cash,11000
1244,25/Dec/2019,KOL12019,KOL1971782,Jamdani Saree,Cash,600
1245,25/Dec/2019,KOL12019,KOL1924127,Jamdani Saree,Cash,4600
1246,25/Dec/2019,KOL12019,KOL1918828,Jamdani Saree,Cash,5000
1247,25/Dec/2019,KOL12019,KOL1943382,Jamdani Saree,Cash,99
1248,25/Dec/2019,KOL12019,KOL1971782,Jamdani Saree,Cash,1650
1249,25/Dec/2019,KOL12019,KOL1988647,Jamdani Saree,Cash,2000
1250,24/Dec/2019,KOL12019,KOL1945828,Jamdani Saree,Cash,7200
1251,24/Dec/2019,KOL12019,KOL1936618,Jamdani Saree,Cash,5000
1252,24/Dec/2019,KOL12019,KOL1924856,Jamdani Saree,Cash,2700
1253,24/Dec/2019,KOL12019,KOL1983611,Jamdani Saree,Cash,5000
1254,24/Dec/2019,KOL12019,KOL1988124,Jamdani Saree,Cash,5900
1255,24/Dec/2019,KOL12019,KOL1912516,Jamdani Saree,Cash,5000
1256,24/Dec/2019,KOL12019,KOL1953746,Jamdani Saree,Cash,5120
1257,24/Dec/2019,KOL12019,KOL1975236,Jamdani Saree,Cash,10000
1258,24/Dec/2019,KOL12019,KOL1934188,Jamdani Saree,Cash,5700
1259,24/Dec/2019,KOL12019,KOL1923124,Jamdani Saree,Cash,1700
1260,24/Dec/2019,KOL12019,KOL1913138,Jamdani Saree,Cash,5800
1261,24/Dec/2019,KOL12019,KOL1938462,Jamdani Saree,Cash,10500
1262,24/Dec/2019,KOL12019,KOL1961634,Jamdani Saree,Cash,10300
1263,24/Dec/2019,KOL12019,KOL1944146,Jamdani Saree,Cash,22500
1264,24/Dec/2019,KOL12019,KOL1978726,Jamdani Saree,Cash,4000
1265,24/Dec/2019,KOL12019,KOL1977173,Jamdani Saree,Cash,6175
1266,24/Dec/2019,KOL12019,KOL1965778,Jamdani Saree,Cash,5400
1267,24/Dec/2019,KOL12019,KOL1978367,Jamdani Saree,Cash,10000
1268,24/Dec/2019,KOL12019,KOL1952123,Jamdani Saree,Cash,10895
1269,24/Dec/2019,KOL12019,KOL1917516,Jamdani Saree,Cash,5000
1270,24/Dec/2019,KOL12019,KOL1958444,Jamdani Saree,Cash,5500
1271,24/Dec/2019,KOL12019,KOL1627143,Jamdani Saree,Cash,2050
1272,23/Dec/2019,KOL12019,KOL1955758,Jamdani Saree,Cash,3000
1273,23/Dec/2019,KOL12019,KOL1984343,Jamdani Saree,Cash,3000
1274,23/Dec/2019,KOL12019,KOL1951781,Jamdani Saree,Cash,5000
1275,23/Dec/2019,KOL12019,KOL1938587,Jamdani Saree,Credit Card,11100
1276,23/Dec/2019,KOL12019,KOL1944354,Jamdani Saree,Cash,5800
1277,23/Dec/2019,KOL12019,KOL1968545,Jamdani Saree,Cash,4000
1278,23/Dec/2019,KOL12019,KOL1948415,Jamdani Saree,Cash,3000
1279,23/Dec/2019,KOL12019,KOL1854541,Jamdani Saree,Cash,3400
1280,23/Dec/2019,KOL12019,KOL1913325,Jamdani Saree,Cash,30150
1281,23/Dec/2019,KOL12019,KOL1986732,Jamdani Saree,Cash,1
1282,23/Dec/2019,KOL12019,KOL1943874,Jamdani Saree,Cash,20500
1283,23/Dec/2019,KOL12019,KOL1946575,Jamdani Saree,Credit Card,2000
1284,23/Dec/2019,KOL12019,KOL1626788,Jamdani Saree,Cash,2000
1285,23/Dec/2019,KOL12019,KOL1964578,Jamdani Saree,Cash,3200
1286,23/Dec/2019,KOL12019,KOL1973187,Jamdani Saree,Cash,5100
1287,23/Dec/2019,KOL12019,KOL1934678,Jamdani Saree,Cash,20000
1288,23/Dec/2019,KOL12019,KOL1913325,Jamdani Saree,Cash,22400
1289,23/Dec/2019,KOL12019,KOL1947528,Jamdani Saree,Cash,1700
1290,23/Dec/2019,KOL12019,KOL1988411,Jamdani Saree,Cash,2200
1291,23/Dec/2019,KOL12019,KOL1954525,Jamdani Saree,Cash,6200
1292,23/Dec/2019,KOL12019,KOL1916573,Jamdani Saree,Cash,5250
1293,23/Dec/2019,KOL12019,KOL1958373,Jamdani Saree,Cash,2200
1294,23/Dec/2019,KOL12019,KOL1913272,Jamdani Saree,Cash,2000
1295,23/Dec/2019,KOL12019,KOL1984343,Jamdani Saree,Cash,2100
1296,23/Dec/2019,KOL12019,KOL1947285,Jamdani Saree,Cash,6500
1297,23/Dec/2019,KOL12019,KOL1963563,Jamdani Saree,Credit Card,4000
1298,23/Dec/2019,KOL12019,KOL1968153,Jamdani Saree,Credit Card,1000
1299,23/Dec/2019,KOL12019,KOL1911165,Jamdani Saree,Cash,5000
1300,23/Dec/2019,KOL12019,KOL1912217,Jamdani Saree,Cash,1300
1301,23/Dec/2019,KOL12019,KOL1968313,Jamdani Saree,Cash,900
1302,22/Dec/2019,KOL12019,KOL1968121,Jamdani Saree,Cash,5500
1303,22/Dec/2019,KOL12019,KOL1966723,Jamdani Saree,Cash,5000
1304,22/Dec/2019,KOL12019,KOL1928737,Jamdani Saree,Cash,5100
1305,22/Dec/2019,KOL12019,KOL1964367,Jamdani Saree,Cash,1215
1306,22/Dec/2019,KOL12019,KOL1916824,Jamdani Saree,Cash,5500
1307,22/Dec/2019,KOL12019,KOL1832746,Jamdani Saree,Cash,1500
1308,22/Dec/2019,KOL12019,KOL1943531,Jamdani Saree,Cash,7000
1309,22/Dec/2019,KOL12019,KOL1917355,Jamdani Saree,Cash,5000
1310,22/Dec/2019,KOL12019,KOL1911381,Jamdani Saree,Cash,10000
1311,22/Dec/2019,KOL12019,KOL1923652,Jamdani Saree,Cash,10200
1312,22/Dec/2019,KOL12019,KOL1125587,Jamdani Saree,Cash,5000
1313,22/Dec/2019,KOL12019,KOL1954741,Jamdani Saree,Cash,6000
1314,22/Dec/2019,KOL12019,KOL1961186,Jamdani Saree,Cash,10650
1315,22/Dec/2019,KOL12019,KOL1922578,Jamdani Saree,Cash,14300
1316,22/Dec/2019,KOL12019,KOL1953671,Jamdani Saree,Credit Card,7500
1317,22/Dec/2019,KOL12019,KOL1936538,Jamdani Saree,Cash,1900
1318,22/Dec/2019,KOL12019,KOL1914246,Jamdani Saree,Cash,2000
1319,22/Dec/2019,KOL12019,KOL1917875,Jamdani Saree,Cash,5800
1320,22/Dec/2019,KOL12019,KOL1933712,Jamdani Saree,Cash,5500
1321,22/Dec/2019,KOL12019,KOL1948528,Jamdani Saree,Cash,16500
1322,22/Dec/2019,KOL12019,KOL1972564,Jamdani Saree,Cash,2800
1323,22/Dec/2019,KOL12019,KOL1937887,Jamdani Saree,Cash,4100
1324,22/Dec/2019,KOL12019,KOL1913246,Jamdani Saree,Cash,14400
1325,22/Dec/2019,KOL12019,KOL1965462,Jamdani Saree,Cash,2000
1326,22/Dec/2019,KOL12019,KOL1944532,Jamdani Saree,Cash,6000
1327,22/Dec/2019,KOL12019,KOL1965248,Jamdani Saree,Cash,2500
1328,22/Dec/2019,KOL12019,KOL1914627,Jamdani Saree,Cash,2800
1329,21/Dec/2019,KOL12019,KOL1935762,Jamdani Saree,Cash,5000
1330,21/Dec/2019,KOL12019,KOL1967872,Jamdani Saree,Cash,2500
1331,21/Dec/2019,KOL12019,KOL1987552,Jamdani Saree,Cash,1200
1332,21/Dec/2019,KOL12019,KOL1961848,Jamdani Saree,Credit Card,5000
1333,21/Dec/2019,KOL12019,KOL1932178,Jamdani Saree,Cash,4300
1334,21/Dec/2019,KOL12019,KOL1874777,Jamdani Saree,Cash,5750
1335,21/Dec/2019,KOL12019,KOL1963744,Jamdani Saree,Cash,10080
1336,21/Dec/2019,KOL12019,KOL1974416,Jamdani Saree,Credit Card,5500
1337,21/Dec/2019,KOL12019,KOL1937788,Jamdani Saree,Credit Card,2750
1338,21/Dec/2019,KOL12019,KOL1948133,Jamdani Saree,Cash,2000
1339,21/Dec/2019,KOL12019,KOL1947324,Jamdani Saree,Cash,3600
1340,21/Dec/2019,KOL12019,KOL1935115,Jamdani Saree,Cash,2000
1341,21/Dec/2019,KOL12019,KOL1833265,Jamdani Saree,Cash,8000
1342,21/Dec/2019,KOL12019,KOL1982888,Jamdani Saree,Cash,21500
1343,21/Dec/2019,KOL12019,KOL1986543,Jamdani Saree,Cash,1600
1344,21/Dec/2019,KOL12019,KOL1935115,Jamdani Saree,Credit Card,100
1345,21/Dec/2019,KOL12019,KOL1988287,Jamdani Saree,Cash,10500
1346,21/Dec/2019,KOL12019,KOL1916744,Jamdani Saree,Credit Card,4500
1347,21/Dec/2019,KOL12019,KOL1912712,Jamdani Saree,Cash,20000
1348,21/Dec/2019,KOL12019,KOL1935577,Jamdani Saree,Cash,5550
1349,21/Dec/2019,KOL12019,KOL1953234,Jamdani Saree,Cash,11000
1350,20/Dec/2019,KOL12019,KOL1934555,Jamdani Saree,Cash,6000
1351,20/Dec/2019,KOL12019,KOL1925488,Jamdani Saree,Cash,13800
1352,20/Dec/2019,KOL12019,KOL1948243,Jamdani Saree,Cash,2000
1353,20/Dec/2019,KOL12019,KOL1916883,Jamdani Saree,Cash,5200
1354,20/Dec/2019,KOL12019,KOL1985648,Jamdani Saree,Cash,71000
1355,20/Dec/2019,KOL12019,KOL1925718,Jamdani Saree,Cash,11000
1356,20/Dec/2019,KOL12019,KOL1911462,Jamdani Saree,Cash,6600
1357,20/Dec/2019,KOL12019,KOL1974613,Jamdani Saree,Cash,8300
1358,20/Dec/2019,KOL12019,KOL1924833,Jamdani Saree,Cash,11400
1359,20/Dec/2019,KOL12019,KOL1934157,Jamdani Saree,Cash,3000
1360,20/Dec/2019,KOL12019,KOL1974613,Jamdani Saree,Cash,4380
1361,19/Dec/2019,KOL12019,KOL1954288,Jamdani Saree,Cash,6000
1362,19/Dec/2019,KOL12019,KOL1967245,Jamdani Saree,Cash,5500
1363,18/Dec/2019,KOL12019,KOL1832746,Jamdani Saree,Cash,3000
1364,18/Dec/2019,KOL12019,KOL1986175,Jamdani Saree,Cash,1470
1365,18/Dec/2019,KOL12019,KOL1982523,Jamdani Saree,Cash,1000
1366,18/Dec/2019,KOL12019,KOL1975132,Jamdani Saree,Cash,3400
1367,18/Dec/2019,KOL12019,KOL1875417,Jamdani Saree,Cash,4200
1368,18/Dec/2019,KOL12019,KOL1963864,Jamdani Saree,Cash,5200
1369,18/Dec/2019,KOL12019,KOL1952346,Jamdani Saree,Cash,3000
1370,18/Dec/2019,KOL12019,KOL1984184,Jamdani Saree,Cash,2500
1371,18/Dec/2019,KOL12019,KOL1915136,Jamdani Saree,Cash,5500
1372,18/Dec/2019,KOL12019,KOL1975132,Jamdani Saree,Cash,1000
1373,18/Dec/2019,KOL12019,KOL1968248,Jamdani Saree,Cash,2300
1374,18/Dec/2019,KOL12019,KOL1941853,Jamdani Saree,Cash,3600
1375,18/Dec/2019,KOL12019,KOL1913847,Jamdani Saree,Cash,1000
1376,18/Dec/2019,KOL12019,KOL1975132,Jamdani Saree,Cash,2000
1377,18/Dec/2019,KOL12019,KOL1915643,Jamdani Saree,Cash,5800
1378,18/Dec/2019,KOL12019,KOL1947381,Jamdani Saree,Cash,1400
1379,18/Dec/2019,KOL12019,KOL1968248,Jamdani Saree,Cash,900
1380,18/Dec/2019,KOL12019,KOL1947644,Jamdani Saree,Cash,1208
1381,18/Dec/2019,KOL12019,KOL1935336,Jamdani Saree,Cash,6000
1382,18/Dec/2019,KOL12019,KOL1963468,Jamdani Saree,Cash,5500
1383,17/Dec/2019,KOL12019,KOL1964375,Jamdani Saree,Cash,1300
1384,17/Dec/2019,KOL12019,KOL1977682,Jamdani Saree,Cash,5000
1385,17/Dec/2019,KOL12019,KOL1944386,Jamdani Saree,Cash,5000
1386,17/Dec/2019,KOL12019,KOL1976632,Jamdani Saree,Cash,7500
1387,17/Dec/2019,KOL12019,KOL1988324,Jamdani Saree,Credit Card,3580
1388,17/Dec/2019,KOL12019,KOL1802211,Jamdani Saree,Cash,5000
1389,17/Dec/2019,KOL12019,KOL1976375,Jamdani Saree,Cash,2000
1390,17/Dec/2019,KOL12019,KOL1952123,Jamdani Saree,Cash,5150
1391,17/Dec/2019,KOL12019,KOL1978587,Jamdani Saree,Cash,2700
1392,16/Dec/2019,KOL12019,KOL1963661,Jamdani Saree,Credit Card,5500
1393,16/Dec/2019,KOL12019,KOL1962237,Jamdani Saree,Cash,10991
1394,16/Dec/2019,KOL12019,KOL1963661,Jamdani Saree,Cash,3000
1395,16/Dec/2019,KOL12019,KOL1913743,Jamdani Saree,Cash,4700
1396,16/Dec/2019,KOL12019,KOL1957886,Jamdani Saree,Cash,6000
1397,16/Dec/2019,KOL12019,KOL1865102,Jamdani Saree,Cash,1500
1398,16/Dec/2019,KOL12019,KOL1958542,Jamdani Saree,Cash,7000
1399,15/Dec/2019,KOL12019,KOL1956255,Jamdani Saree,Cash,2500
1400,15/Dec/2019,KOL12019,KOL1972683,Jamdani Saree,Cash,5000
1401,15/Dec/2019,KOL12019,KOL1976414,Jamdani Saree,Cash,2000
1402,15/Dec/2019,KOL12019,KOL1972857,Jamdani Saree,Cash,3500
1403,15/Dec/2019,KOL12019,KOL1981243,Jamdani Saree,Cash,5300
1404,15/Dec/2019,KOL12019,KOL1951433,Jamdani Saree,Credit Card,2500
1405,15/Dec/2019,KOL12019,KOL1934734,Jamdani Saree,Cash,1100
1406,15/Dec/2019,KOL12019,KOL1966851,Jamdani Saree,Cash,2200
1407,15/Dec/2019,KOL12019,KOL1968114,Jamdani Saree,Credit Card,17000
1408,15/Dec/2019,KOL12019,KOL1988642,Jamdani Saree,Cash,11000
1409,15/Dec/2019,KOL12019,KOL1945387,Jamdani Saree,Credit Card,3500
1410,15/Dec/2019,KOL12019,KOL1938243,Jamdani Saree,Cash,1100
1411,15/Dec/2019,KOL12019,KOL1972857,Jamdani Saree,Cash,10050
1412,15/Dec/2019,KOL12019,KOL1956255,Jamdani Saree,Cash,2000
1413,15/Dec/2019,KOL12019,KOL1916557,Jamdani Saree,Credit Card,1650
1414,14/Dec/2019,KOL12019,KOL1945276,Jamdani Saree,Cash,7500
1415,14/Dec/2019,KOL12019,KOL1957616,Jamdani Saree,Cash,2200
1416,14/Dec/2019,KOL12019,KOL1957616,Jamdani Saree,Cash,3000
1417,14/Dec/2019,KOL12019,KOL1978248,Jamdani Saree,Cash,16500
1418,14/Dec/2019,KOL12019,KOL1972411,Jamdani Saree,Cash,7700
1419,14/Dec/2019,KOL12019,KOL1972857,Jamdani Saree,Cash,3500
1420,14/Dec/2019,KOL12019,KOL1973441,Jamdani Saree,Cash,2000
1421,14/Dec/2019,KOL12019,KOL1931253,Jamdani Saree,Cash,3200
1422,14/Dec/2019,KOL12019,KOL1667718,Jamdani Saree,Cash,6581
1423,14/Dec/2019,KOL12019,KOL1978248,Jamdani Saree,Cash,16500
1424,13/Dec/2019,KOL12019,KOL1883260,Jamdani Saree,Cash,5800
1425,13/Dec/2019,KOL12019,KOL1948415,Jamdani Saree,Cash,3000
1426,13/Dec/2019,KOL12019,KOL1948415,Jamdani Saree,Cash,3000
1427,13/Dec/2019,KOL12019,KOL1928124,Jamdani Saree,Cash,2500
1428,13/Dec/2019,KOL12019,KOL1962433,Jamdani Saree,Cash,11200
1429,13/Dec/2019,KOL12019,KOL1968541,Jamdani Saree,Cash,2500
1430,22/Dec/2019,KOL12019,KOL1955887,Jewellery,Cash,5300
1431,21/Dec/2019,KOL12019,KOL1976536,Jewellery,Cash,4000
1432,18/Dec/2019,KOL12019,KOL1931528,Jewellery,Cash,14355
1433,17/Dec/2019,KOL12019,KOL1985278,Jewellery,Cash,3000
1434,23/Dec/2019,KOL12019,KOL1964578,"Jewellery,Necklace",Cash,300
1435,25/Dec/2019,KOL12019,KOL1932325,jute bags,Credit Card,9500
1436,25/Dec/2019,KOL12019,KOL1932325,jute bags,Credit Card,2220
1437,25/Dec/2019,KOL12019,KOL1943382,jute bags,Cash,400
1438,25/Dec/2019,KOL12019,KOL1933843,jute bags,Credit Card,1500
1439,24/Dec/2019,KOL12019,KOL1975236,jute bags,Cash,1100
1440,22/Dec/2019,KOL12019,KOL1963832,jute bags,Cash,450
1441,22/Dec/2019,KOL12019,KOL1984474,jute bags,Cash,3000
1442,22/Dec/2019,KOL12019,KOL1953473,jute bags,Cash,850
1443,22/Dec/2019,KOL12019,KOL1975137,jute bags,Cash,500
1444,22/Dec/2019,KOL12019,KOL1947851,jute bags,Cash,1000
1445,22/Dec/2019,KOL12019,KOL1937223,jute bags,Cash,6000
1446,21/Dec/2019,KOL12019,KOL1923625,jute bags,Cash,1400
1447,21/Dec/2019,KOL12019,KOL1983734,jute bags,Cash,2200
1448,15/Dec/2019,KOL12019,KOL1975125,jute bags,Cash,2800
1449,14/Dec/2019,KOL12019,KOL1975125,jute bags,Cash,2800
1450,24/Dec/2019,KOL12019,KOL1966578,Kitchen appliances,Cash,900
1451,24/Dec/2019,KOL12019,KOL1913152,Kitchen appliances,Cash,5880
1452,22/Dec/2019,KOL12019,KOL1804866,Kitchen appliances,Cash,8510
1453,22/Dec/2019,KOL12019,KOL1918162,Kitchen appliances,Cash,5700
1454,22/Dec/2019,KOL12019,KOL1988428,Kitchen appliances,Cash,9500
1455,21/Dec/2019,KOL12019,KOL1964881,Kitchen appliances,Cash,1300
1456,20/Dec/2019,KOL12019,KOL1943755,Kitchen appliances,Cash,2850
1457,20/Dec/2019,KOL12019,KOL1945383,Kitchen appliances,Credit Card,2680
1458,19/Dec/2019,KOL12019,KOL1921482,Kitchen appliances,Cash,11200
1459,19/Dec/2019,KOL12019,KOL1967245,Kitchen appliances,Cash,2000
1460,16/Dec/2019,KOL12019,KOL1946325,Kitchen appliances,Cash,2800
1461,15/Dec/2019,KOL12019,KOL1917781,Kitchen appliances,Credit Card,1150
1462,15/Dec/2019,KOL12019,KOL1988316,Kitchen appliances,Cash,120
1463,15/Dec/2019,KOL12019,KOL1988316,Kitchen appliances,Cash,2850
1464,15/Dec/2019,KOL12019,KOL1968836,Kitchen appliances,Cash,300
1465,15/Dec/2019,KOL12019,KOL1946442,Kitchen appliances,Cash,1750
1466,15/Dec/2019,KOL12019,KOL1974141,Kitchen appliances,Cash,200
1467,13/Dec/2019,KOL12019,KOL1913138,Kitchen appliances,Cash,11200
1468,13/Dec/2019,KOL12019,KOL1916477,Kitchen appliances,Cash,2300
1469,25/Dec/2019,KOL12019,KOL1923186,"Kitchen appliances,Home Appliances",Cash,10961
1470,25/Dec/2019,KOL12019,KOL1932455,"Kitchen appliances,Home Appliances",Cash,6000
1471,23/Dec/2019,KOL12019,KOL1988564,"Kitchen appliances,Home Appliances",Cash,112400
1472,21/Dec/2019,KOL12019,KOL1924176,"Kitchen appliances,Home Appliances",Cash,23990
1473,25/Dec/2019,KOL12019,KOL1931658,Kurta,Cash,900
1474,22/Dec/2019,KOL12019,KOL1911226,Kurta,Cash,1500
1475,21/Dec/2019,KOL12019,KOL1958818,Kurta,Cash,1050
1476,20/Dec/2019,KOL12019,KOL1934157,Kurta,Cash,1500
1477,20/Dec/2019,KOL12019,KOL1931555,Kurta,Cash,1324
1478,19/Dec/2019,KOL12019,KOL1917538,Kurta,Cash,400
1479,15/Dec/2019,KOL12019,KOL1921248,Kurta,Cash,1500
1480,25/Dec/2019,KOL12019,KOL1955251,"Kurta, Dressmaterial,Sarees,Suits",Cash,25657
1481,24/Dec/2019,KOL12019,KOL1985344,"Kurta, Dressmaterial,Sarees,Suits",Cash,800
1482,20/Dec/2019,KOL12019,KOL1974224,"Kurta, Dressmaterial,Sarees,Suits",Cash,3600
1483,15/Dec/2019,KOL12019,KOL1915612,"Kurta, Dressmaterial,Sarees,Suits",Cash,1000
1484,15/Dec/2019,KOL12019,KOL1947573,"Kurta,Salwar",Cash,1000
