Sr. No.,Date,ExhibitionId,Products,Mega Consumer Card No.,Payment Mode,Amount
1160,23-Dec-18,KOL12018,Sofa cum bed,KOL1953432,Credit Card,1200
1161,15-Dec-18,KOL12018,Suits,KOL1923763,Cash,2700
1162,24-Dec-18,KOL12018,Kitchen appliances,KOL1953540,Cash,2500
1163,24-Dec-18,KOL12018,Suits,KOL1903787,Cash,1700
1164,19-Dec-18,KOL12018,Home Appliances,KOL1988316,Credit Card,2200
1165,14-Dec-18,KOL12018,Suits,KOL1908228,Cash,1200
1166,21-Dec-18,KOL12018,Furniture,KOL1983026,Cash,5000
1167,13-Dec-18,KOL12018,gym products,KOL1932435,Credit Card,3500
1168,21-Dec-18,KOL12018,Suits,KOL1948175,Credit Card,6500
1169,21-Dec-18,KOL12018,Wallpaper,KOL1915184,Cash,6400
1170,22-Dec-18,KOL12018,Steam Irons,KOL1942327,Cash,3000
1171,24-Dec-18,KOL12018,Suits,KOL1936488,Cash,980
1172,14-Dec-18,KOL12018,Modular Kitchen,KOL1937343,Cash,5300
1173,21-Dec-18,KOL12018,Garments,KOL1903285,Cash,700
1174,17-Dec-18,KOL12018,Steam Irons,KOL1908228,Cash,3350
1175,22-Dec-18,KOL12018,Bedsheet,KOL1935832,Cash,13000
1176,15-Dec-18,KOL12018,Flavored Drinks,KOL1901155,Cash,5500
1177,21-Dec-18,KOL12018,Garments,KOL1942084,Cash,7800
1178,21-Dec-18,KOL12018,Massager,KOL1951680,Cash,1600
1179,14-Dec-18,KOL12018,Fruit Juices,KOL1923763,Cash,1000
1180,25-Dec-18,KOL12018,Suits,KOL1951507,Net Banking,42000
1181,22-Dec-18,KOL12018,Garments,KOL1926475,Cash,1400
1182,22-Dec-18,KOL12018,Home Appliances,KOL1921077,Credit Card,1000
1183,18-Dec-18,KOL12018,Furniture,KOL1908228,Cash,2500
1184,23-Dec-18,KOL12018,Clock,KOL1930676,Cash,800
1185,15-Dec-18,KOL12018,Suits,KOL1943730,Credit Card,6800
1186,19-Dec-18,KOL12018,Body oil,KOL1944676,Cash,1300
1187,19-Dec-18,KOL12018,Body oil,KOL1952861,Cash,4000
1188,19-Dec-18,KOL12018,Body oil,KOL1912201,Credit Card,1100
1189,20-Dec-18,KOL12018,Suits,KOL1905168,Credit Card,1700
1190,19-Dec-18,KOL12018,Accessories,KOL1976031,Cash,500
1191,13-Dec-18,KOL12018,Bedsheet,KOL1931637,Cash,6000
1192,23-Dec-18,KOL12018,Suits,KOL1952861,Cash,1800
1193,25-Dec-18,KOL12018,Garments,VIS1927164,Credit Card,1072
1194,25-Dec-18,KOL12018,Garments,KOL1923763,Credit Card,500
1195,19-Dec-18,KOL12018,Jamdani Saree,KOL1964718,Cash,6300
1196,19-Dec-18,KOL12018,Kitchen appliances,KOL1921763,Cash,1400
1197,24-Dec-18,KOL12018,Suits,KOL1932217,Cash,1200
1198,23-Dec-18,KOL12018,Garments,KOL1926475,Cash,2000
1199,25-Dec-18,KOL12018,healthacare products,KOL1961275,Net Banking,50000
1200,25-Dec-18,KOL12018,healthacare products,KOL1970076,Cash,5200
1201,25-Dec-18,KOL12018,healthacare products,KOL1988316,Cash,2250
1202,25-Dec-18,KOL12018,healthacare products,KOL1907066,Cash,5200
1203,25-Dec-18,KOL12018,healthacare products,KOL1930321,Cash,6300
1204,23-Dec-18,KOL12018,Garments,KOL1947727,Cash,3500
1205,16-Dec-18,KOL12018,Home Appliances,KOL1966410,Cash,4500
1206,16-Dec-18,KOL12018,Suits,KOL1932217,Cash,3500
1207,16-Dec-18,KOL12018,Suits,KOL1910870,Cash,480
1208,13-Dec-18,KOL12018,Tableware,KOL1963011,Cash,6000
1209,23-Dec-18,KOL12018,Flavored Drinks,KOL1951173,Cash,10000
1210,23-Dec-18,KOL12018,Steam Irons,KOL1904415,Cash,35000
1211,23-Dec-18,KOL12018,Suits,KOL1942140,Cash,10000
1212,25-Dec-18,KOL12018,Cloths,KOL1912201,Cash,1500
1213,25-Dec-18,KOL12018,Garments,KOL1974781,Cash,25000
1214,25-Dec-18,KOL12018,Product Name dummy text,KOL1906380,Cash,1000
1215,15-Dec-18,KOL12018,Carpet,KOL1953540,Cash,8800
1216,23-Dec-18,KOL12018,Garments,KOL1930662,Cash,5000
1217,15-Dec-18,KOL12018,"Rings,Necklace",KOL1941463,Credit Card,9000
1218,15-Dec-18,KOL12018,Steam Irons,KOL1978831,Cash,7735
1219,19-Dec-18,KOL12018,"kurti,Duppatta",KOL1985813,Credit Card,695
1220,25-Dec-18,KOL12018,frames & artifacts,KOL1950347,Cash,5300
1221,25-Dec-18,KOL12018,Mattress,KOL1956651,Credit Card,2600
1222,25-Dec-18,KOL12018,Saree,KOL1987318,Cash,5700
1223,25-Dec-18,KOL12018,Home Appliances,KOL1953432,Credit Card,2000
1224,24-Dec-18,KOL12018,Suits,KOL1942084,Cash,1800
1225,24-Dec-18,KOL12018,Garments,KOL1966382,Credit Card,16860
1226,15-Dec-18,KOL12018,Suits,KOL1970286,Cash,5500
1227,15-Dec-18,KOL12018,Suits,KOL1951614,Cash,10000
1228,15-Dec-18,KOL12018,Suits,KOL1953363,Credit Card,500
1229,15-Dec-18,KOL12018,Suits,KOL1965181,Credit Card,4500
1230,15-Dec-18,KOL12018,Suits,KOL1973764,Credit Card,6300
1231,15-Dec-18,KOL12018,Fruit Juices,KOL1986223,Cash,10000
1232,15-Dec-18,KOL12018,Jamdani Saree,KOL1966410,Cash,400
1233,22-Dec-18,KOL12018,Bedsheet,KOL1985813,Cash,1000
1234,22-Dec-18,KOL12018,jute bags,KOL1932217,Cash,1000
1235,21-Dec-18,KOL12018,Garments,KOL1973082,Cash,3100
1236,25-Dec-18,KOL12018,Furniture,KOL1953363,Credit Card,2000
1237,22-Dec-18,KOL12018,Furniture,KOL1927878,Cash,5600
1238,13-Dec-18,KOL12018,Investment,KOL1973154,Cash,5100
1239,24-Dec-18,KOL12018,kurti,KOL1932002,Cash,1800
1240,15-Dec-18,KOL12018,Sofa cum bed,KOL1903285,Credit Card,19300
1241,15-Dec-18,KOL12018,Sofa cum bed,KOL1976705,Cash,13200
1242,15-Dec-18,KOL12018,Sofa cum bed,KOL1916128,Cash,1100
1243,23-Dec-18,KOL12018,Bag,KOL1953363,Credit Card,1200
1244,23-Dec-18,KOL12018,Suits,KOL1912201,Cash,2700
1245,23-Dec-18,KOL12018,Suits,KOL1966410,Cash,2600
1246,23-Dec-18,KOL12018,Suits,KOL1953363,Credit Card,3000
1247,20-Dec-18,KOL12018,Jamdani Saree,KOL1958684,Cash,4200
1248,20-Dec-18,KOL12018,Kurta,KOL1931248,Cash,1600
1249,25-Dec-18,KOL12018,gym products,KOL1988316,Cash,3700
1250,21-Dec-18,KOL12018,chandelier,KOL1923763,Cash,450
1251,21-Dec-18,KOL12018,Jamdani Saree,KOL1921274,Cash,6300
1252,19-Dec-18,KOL12018,Massager,KOL1948175,Credit Card,3890
1253,19-Dec-18,KOL12018,Remote Covers,KOL1970050,Cash,2800
1254,25-Dec-18,KOL12018,Garments,KOL1976163,Cash,22000
1255,22-Dec-18,KOL12018,Furniture,KOL1921763,Cash,3600
1256,21-Dec-18,KOL12018,Bag,KOL1973665,Cash,600
1257,21-Dec-18,KOL12018,Remote Covers,KOL1912538,Net Banking,29000
1258,18-Dec-18,KOL12018,Garments,KOL1981557,Cash,6000
1259,18-Dec-18,KOL12018,Garments,KOL1961212,Credit Card,3800
1260,22-Dec-18,KOL12018,Attar,KOL1930662,Cash,800
1261,22-Dec-18,KOL12018,jute bags,KOL1935832,Cash,1650
1262,22-Dec-18,KOL12018,Suits,KOL1966410,Cash,2000
1263,23-Dec-18,KOL12018,Body oil,KOL1930676,Cash,4000
1264,23-Dec-18,KOL12018,Body oil,KOL1966508,Cash,2900
1265,23-Dec-18,KOL12018,Garments,KOL1903742,Net Banking,51075
1266,21-Dec-18,KOL12018,Fruit Juices,KOL1944676,Cash,1130
1267,15-Dec-18,KOL12018,Fruit Juices,KOL1973082,Credit Card,1500
1268,15-Dec-18,KOL12018,Fruit Juices,KOL1954144,Cash,6000
1269,15-Dec-18,KOL12018,"Rings,Necklace",KOL1956651,Credit Card,1225
1270,15-Dec-18,KOL12018,Steam Irons,KOL1957530,Cash,2000
1271,18-Dec-18,KOL12018,Garments,KOL1975560,Credit Card,6000
1272,22-Dec-18,KOL12018,Sofa cum bed,KOL1902434,Cash,5000
1273,21-Dec-18,KOL12018,Furniture,KOL1916128,Cash,4800
1274,19-Dec-18,KOL12018,Digestives and probiotics,KOL1966345,Cash,2000
1275,19-Dec-18,KOL12018,Toy,KOL1973673,Cash,2000
1276,19-Dec-18,KOL12018,Massager,KOL1930662,Cash,600
1277,21-Dec-18,KOL12018,Steam Irons,KOL1930662,Cash,1500
1278,24-Dec-18,KOL12018,Bag,KOL1926475,Cash,450
1279,23-Dec-18,KOL12018,Home Appliances,KOL1963011,Cash,1150
1280,23-Dec-18,KOL12018,Remote Covers,KOL1932217,Cash,900
1281,23-Dec-18,KOL12018,Steam Irons,KOL1951507,Credit Card,3000
1282,20-Dec-18,KOL12018,Remote Covers,KOL1932002,Cash,2800
1283,20-Dec-18,KOL12018,Steam Irons,KOL1910207,Cash,2000
1284,22-Dec-18,KOL12018,Air Cooler,KOL1972768,Cash,3000
1285,25-Dec-18,KOL12018,Garments,KOL1964541,Cash,3500
1286,24-Dec-18,KOL12018,Crockery,KOL1902560,Cash,5350
1287,19-Dec-18,KOL12018,Steam Irons,KOL1958068,Cash,8000
1288,13-Dec-18,KOL12018,Cosmetics,KOL1942327,Cash,5000
1289,21-Dec-18,KOL12018,Garments,KOL1978831,Cash,1400
1290,21-Dec-18,KOL12018,Garments,KOL1968586,Cash,1200
1291,13-Dec-18,KOL12018,Garments,KOL1921763,Cash,500
1292,19-Dec-18,KOL12018,Suits,KOL1917561,Cash,5400
1293,17-Dec-18,KOL12018,Garments,KOL1974126,Cash,6800
1294,17-Dec-18,KOL12018,Photo frame,KOL1947680,Cash,600
1295,21-Dec-18,KOL12018,Garments,KOL1935713,Cash,1550
1296,22-Dec-18,KOL12018,Garments,KOL1903787,Cash,1500
1297,17-Dec-18,KOL12018,Wood  furniture,KOL1986001,Credit Card,8200
1298,19-Dec-18,KOL12018,Massager,KOL1968586,Cash,3000
1299,25-Dec-18,KOL12018,gym products,KOL1957846,Cash,4500
1300,25-Dec-18,KOL12018,shoe rack,KOL1953432,Credit Card,3000
1301,23-Dec-18,KOL12018,Suits,KOL1977375,Cash,6300
1302,17-Dec-18,KOL12018,Cotton/Silk,KOL1953432,Cash,6800
1303,17-Dec-18,KOL12018,Garments,KOL1988037,Cash,8100
1304,22-Dec-18,KOL12018,Cotton/Silk,KOL1943286,Cash,4000
1305,25-Dec-18,KOL12018,handloom,KOL1951507,Cash,3000
1306,25-Dec-18,KOL12018,Jamdani Saree,KOL1936488,Cash,1000
1307,18-Dec-18,KOL12018,Jamdani Saree,KOL1930676,Cash,2500
1308,16-Dec-18,KOL12018,Kitchen appliances,KOL1961212,Cash,9500
1309,13-Dec-18,KOL12018,Steam Irons,KOL1973665,Cash,4500
1310,21-Dec-18,KOL12018,Garments,KOL1966508,Cash,1655
1311,21-Dec-18,KOL12018,Garments,KOL1985325,Credit Card,3500
1312,21-Dec-18,KOL12018,Jamdani Saree,VIS1927164,Credit Card,1800
1313,21-Dec-18,KOL12018,Jamdani Saree,KOL1930701,Cash,6600
1314,22-Dec-18,KOL12018,Jamdani Saree,KOL1906380,Cash,1500
1315,15-Dec-18,KOL12018,Massager,KOL1901155,Cash,1200
1316,15-Dec-18,KOL12018,Steam Irons,KOL1900558,Cash,5000
1317,23-Dec-18,KOL12018,Fruit Juices,KOL1925436,Cash,8200
1318,23-Dec-18,KOL12018,Suits,KOL1900004,Cash,10000
1319,25-Dec-18,KOL12018,textile product,KOL1980278,Cash,700
1320,22-Dec-18,KOL12018,Body oil,KOL1900203,Cash,5100
1321,22-Dec-18,KOL12018,Carpet,KOL1985325,Cash,1350
1322,22-Dec-18,KOL12018,Suits,KOL1971676,Credit Card,11000
1323,23-Dec-18,KOL12018,Toy,KOL1957846,Cash,2400
1324,24-Dec-18,KOL12018,Massager,KOL1945756,Cash,16500
1325,17-Dec-18,KOL12018,handloom,KOL1935832,Cash,3028
1326,17-Dec-18,KOL12018,handloom,KOL1966410,Cash,2200
1327,17-Dec-18,KOL12018,handloom,KOL1971727,Cash,4260
1328,17-Dec-18,KOL12018,Jamdani Saree,KOL1978627,Cash,1500
1329,22-Dec-18,KOL12018,Bedsheet,KOL1948300,Cash,2800
1330,22-Dec-18,KOL12018,healthacare products,KOL1938176,Cash,4100
1331,22-Dec-18,KOL12018,Suits,KOL1910870,Cash,1200
1332,18-Dec-18,KOL12018,Suits,KOL1956168,Cash,1000
1333,21-Dec-18,KOL12018,Suits,KOL1980150,Credit Card,12500
1334,19-Dec-18,KOL12018,Steam Irons,KOL1927660,Cash,4500
1335,25-Dec-18,KOL12018,Saree,KOL1967850,Cash,2500
1336,17-Dec-18,KOL12018,Air Cooler,KOL1940825,Cash,600
1337,15-Dec-18,KOL12018,Furniture,KOL1965141,Cash,2000
1338,15-Dec-18,KOL12018,Massager,KOL1984118,Cash,3900
1339,19-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1908148,Cash,1500
1340,19-Dec-18,KOL12018,Steam Irons,KOL1967836,Cash,5750
1341,22-Dec-18,KOL12018,Jamdani Saree,KOL1947450,Cash,2800
1342,16-Dec-18,KOL12018,Jamdani Saree,KOL1981031,Cash,1500
1343,20-Dec-18,KOL12018,Air Cooler,KOL1981031,Cash,700
1344,15-Dec-18,KOL12018,Necklace,KOL1918144,Cash,5000
1345,15-Dec-18,KOL12018,Suits,KOL1984288,Credit Card,4800
1346,22-Dec-18,KOL12018,Wood  furniture,KOL1945016,Cash,6000
1347,16-Dec-18,KOL12018,Massager,KOL1984118,Cash,570
1348,16-Dec-18,KOL12018,Massager,KOL1924632,Cash,1500
1349,16-Dec-18,KOL12018,Sofa cum bed,KOL1918010,Cash,5200
1350,22-Dec-18,KOL12018,Steam Irons,KOL1942856,Credit Card,6400
1351,25-Dec-18,KOL12018,kurti,KOL1172663,Cash,15000
1352,20-Dec-18,KOL12018,Wood  furniture,KOL1952657,Cheque,5500
1353,25-Dec-18,KOL12018,Mixer,KOL1927403,Cash,5475
1354,15-Dec-18,KOL12018,Table Covers,KOL1962065,Cash,3800
1355,25-Dec-18,KOL12018,Lamps,KOL1954251,Cash,7000
1356,19-Dec-18,KOL12018,Kitchen appliances,KOL1975680,Cash,1250
1357,20-Dec-18,KOL12018,Suits,KOL1910307,Cash,1500
1358,17-Dec-18,KOL12018,Carpet,KOL1943585,Cash,1100
1359,17-Dec-18,KOL12018,Lamps,KOL1940825,Cash,2550
1360,22-Dec-18,KOL12018,Air Cooler,KOL1981031,Cash,3000
1361,22-Dec-18,KOL12018,healthacare products,KOL1965141,Cash,1800
1362,22-Dec-18,KOL12018,healthacare products,KOL1962065,Cash,2700
1363,22-Dec-18,KOL12018,Steam Irons,KOL1975680,Cash,4900
1364,22-Dec-18,KOL12018,Jamdani Saree,KOL1985672,Cash,6800
1365,21-Dec-18,KOL12018,Garments,KOL1121117,Cash,1900
1366,13-Dec-18,KOL12018,Garments,KOL1925831,Cash,5900
1367,24-Dec-18,KOL12018,Etthnic Wear,KOL1967551,Cash,5200
1368,24-Dec-18,KOL12018,Jamdani Saree,KOL1927660,Cash,2500
1369,25-Dec-18,KOL12018,gym products,KOL1903548,Cash,15000
1370,25-Dec-18,KOL12018,"Rings,Necklace",KOL1912315,Cash,650
1371,21-Dec-18,KOL12018,Garments,KOL1967850,Cash,2400
1372,18-Dec-18,KOL12018,Suits,KOL1975030,Cash,5700
1373,23-Dec-18,KOL12018,Crockery,KOL1975680,Cash,6000
1374,14-Dec-18,KOL12018,Home Appliances,KOL1962455,Credit Card,20000
1375,23-Dec-18,KOL12018,Wood  furniture,KOL1936273,Cash,54000
1376,15-Dec-18,KOL12018,Jamdani Saree,KOL1910307,Cash,700
1377,19-Dec-18,KOL12018,Massager,KOL1940825,Credit Card,4000
1378,22-Dec-18,KOL12018,Jamdani Saree,KOL1943826,Cash,6000
1379,25-Dec-18,KOL12018,Food Mixes,KOL1917165,Cash,6200
1380,25-Dec-18,KOL12018,Food Mixes,KOL1976805,Cash,7100
1381,25-Dec-18,KOL12018,Garments,KOL1954251,Cash,6000
1382,25-Dec-18,KOL12018,Garments,KOL1984118,Cash,4000
1383,25-Dec-18,KOL12018,Jamdani Saree,KOL1956168,Credit Card,1000
1384,25-Dec-18,KOL12018,kurti,KOL1960420,Credit Card,3700
1385,15-Dec-18,KOL12018,Suits,KOL1924632,Cash,4000
1386,13-Dec-18,KOL12018,Suits,KOL1102638,Credit Card,2201
1387,13-Dec-18,KOL12018,Jamdani Saree,KOL1943585,Cash,4600
1388,20-Dec-18,KOL12018,Ceramic ware,KOL1940346,Cash,6800
1389,20-Dec-18,KOL12018,"Product Name dummy text,artificial candle & lights",KOL1102638,Credit Card,800
1390,13-Dec-18,KOL12018,Product Name dummy text,KOL1984118,Cash,900
1391,14-Dec-18,KOL12018,"Product Name dummy text,artificial candle & lights",KOL1967551,Credit Card,72000
1392,14-Dec-18,KOL12018,Suits,KOL1975680,Cash,3000
1393,14-Dec-18,KOL12018,textile product,KOL1957868,Cash,6000
1394,18-Dec-18,KOL12018,Massager,KOL1956168,Cash,6000
1395,23-Dec-18,KOL12018,Steam Irons,KOL1983416,Credit Card,9000
1396,21-Dec-18,KOL12018,Jamdani Saree,KOL1976418,Cash,1600
1397,21-Dec-18,KOL12018,Massager,KOL1984288,Credit Card,8000
1398,23-Dec-18,KOL12018,Jamdani Saree,KOL1943585,Cash,400
1399,25-Dec-18,KOL12018,Home Appliances,KOL1983416,Cash,2300
1400,14-Dec-18,KOL12018,gym products,KOL1957868,Cash,4000
1401,19-Dec-18,KOL12018,Garments,KOL1912315,Cash,3500
1402,22-Dec-18,KOL12018,Suits,KOL1102638,Credit Card,3000
1403,23-Dec-18,KOL12018,Suits,KOL1975680,Cash,800
1404,13-Dec-18,KOL12018,Suits,KOL1982826,Credit Card,14490
1405,22-Dec-18,KOL12018,milk powder,KOL1946716,Cash,675
1406,22-Dec-18,KOL12018,Tableware,KOL1944001,Credit Card,500
1407,15-Dec-18,KOL12018,Suits,KOL1936256,Cash,7500
1408,20-Dec-18,KOL12018,Garments,KOL1944001,Credit Card,2800
1409,20-Dec-18,KOL12018,Suits,KOL1937042,Cash,4500
1410,20-Dec-18,KOL12018,Tableware,KOL1934225,Cash,1800
1411,21-Dec-18,KOL12018,Home Appliances,KOL1980305,Cash,1800
1412,24-Dec-18,KOL12018,Duppatta,KOL1934663,Cash,15000
1413,24-Dec-18,KOL12018,Suits,KOL1841214,Cash,5700
1414,14-Dec-18,KOL12018,Furniture,KOL1955542,Cash,1000
1415,18-Dec-18,KOL12018,Sofa cum bed,KOL1981720,Cash,900
1416,24-Dec-18,KOL12018,Garments,KOL1916255,Cash,1800
1417,24-Dec-18,KOL12018,kurti,KOL1943506,Credit Card,1400
1418,25-Dec-18,KOL12018,Home Appliances,KOL1942032,Cash,7800
1419,25-Dec-18,KOL12018,"Mosquito Net,Blinds",KOL1978246,Cash,2400
1420,16-Dec-18,KOL12018,Suits,KOL1971416,Cash,2800
1421,18-Dec-18,KOL12018,healthacare products,KOL1937020,Cash,5000
1422,13-Dec-18,KOL12018,Garments,KOL1186112,Cash,2400
1423,13-Dec-18,KOL12018,Suits,KOL1960616,Net Banking,3500
1424,24-Dec-18,KOL12018,Jamdani Saree,KOL1995136,Cash,700
1425,25-Dec-18,KOL12018,Cloths,KOL1936806,Cash,4100
1426,25-Dec-18,KOL12018,"Kitchen appliances,Home Appliances",KOL1966151,Cash,5000
1427,22-Dec-18,KOL12018,Sofa cum bed,KOL1983850,Cash,2200
1428,23-Dec-18,KOL12018,Garments,KOL1978246,Cash,1000
1429,20-Dec-18,KOL12018,Garments,KOL1920515,Cash,1600
1430,20-Dec-18,KOL12018,Wallet,KOL1934268,Cash,21990
1431,16-Dec-18,KOL12018,Sofa cum bed,KOL1962665,Cash,2100
1432,15-Dec-18,KOL12018,Sofa cum bed,KOL1980305,Cash,600
1433,15-Dec-18,KOL12018,Sofa cum bed,KOL1916255,Cash,2000
1434,22-Dec-18,KOL12018,Suits,KOL1947133,Cash,1600
1435,23-Dec-18,KOL12018,Etthnic Wear,KOL1955542,Cash,2500
1436,24-Dec-18,KOL12018,"Garments,Accessories",KOL1913632,Cash,2040
1437,18-Dec-18,KOL12018,Religious Photographs,KOL1966542,Cash,2400
1438,18-Dec-18,KOL12018,Suits,KOL1978680,Credit Card,1350
1439,22-Dec-18,KOL12018,Bedsheet,KOL1978246,Cash,1400
1440,22-Dec-18,KOL12018,Garments,KOL1936141,Cash,15290
1441,22-Dec-18,KOL12018,Suits,KOL1955542,Cash,3500
1442,21-Dec-18,KOL12018,Carpet,KOL1970272,Credit Card,3028
1443,23-Dec-18,KOL12018,Sofa cum bed,KOL1901703,Cash,23000
1444,20-Dec-18,KOL12018,Cosmetics,KOL1941830,Credit Card,8700
1445,22-Dec-18,KOL12018,Jamdani Saree,KOL1962851,Credit Card,2750
1446,21-Dec-18,KOL12018,Garments,KOL1904634,Cash,500
1447,17-Dec-18,KOL12018,Garments,KOL1905607,Cash,5000
1448,21-Dec-18,KOL12018,Suits,KOL1913067,Cash,750
1449,21-Dec-18,KOL12018,Suits,KOL1913347,Cash,5100
1450,17-Dec-18,KOL12018,Suits,KOL1908383,Credit Card,4000
1451,15-Dec-18,KOL12018,Cotton/Silk,KOL1914843,Cash,103570
1452,15-Dec-18,KOL12018,Mat/Chatai,KOL1925425,Cash,4500
1453,23-Dec-18,KOL12018,Massager,KOL1962735,Cash,1000
1454,23-Dec-18,KOL12018,Tea,KOL1904634,Credit Card,1750
1455,24-Dec-18,KOL12018,Garments,KOL1958635,Cash,3500
1456,24-Dec-18,KOL12018,Suits,KOL1977112,Cash,2500
1457,24-Dec-18,KOL12018,kurti,KOL1947133,Cash,1600
1458,20-Dec-18,KOL12018,Suits,KOL1927764,Cash,13000
1459,23-Dec-18,KOL12018,Flavored Drinks,KOL1976326,Cash,2000
1460,23-Dec-18,KOL12018,Garments,KOL1954476,Credit Card,51075
1461,14-Dec-18,KOL12018,Steam Irons,KOL1955542,Cash,950
1462,20-Dec-18,KOL12018,Home Appliances,KOL1944001,Cash,700
1463,22-Dec-18,KOL12018,Garments,KOL1937042,Cash,4000
1464,22-Dec-18,KOL12018,Suits,KOL1942876,Cash,2200
1465,25-Dec-18,KOL12018,Garments,KOL1933704,Cash,5700
1466,23-Dec-18,KOL12018,Garments,KOL1961766,Cash,710
1467,13-Dec-18,KOL12018,Cloths,KOL1946716,Cash,800
1468,13-Dec-18,KOL12018,Cloths,KOL1924251,Cash,5300
1469,13-Dec-18,KOL12018,Garments,KOL1911682,Cash,45300
1470,13-Dec-18,KOL12018,Garments,KOL1920515,Net Banking,500
1471,19-Dec-18,KOL12018,Bag,KOL1955135,Credit Card,3000
1472,21-Dec-18,KOL12018,Saffron,KOL1977112,Credit Card,6100
1473,21-Dec-18,KOL12018,Suits,KOL1928351,Cash,10000
1474,15-Dec-18,KOL12018,Crockery,KOL1947133,Cash,1600
1475,25-Dec-18,KOL12018,jute bags,KOL1924748,Cash,5300
1476,25-Dec-18,KOL12018,jute bags,KOL1932730,Credit Card,1500
1477,24-Dec-18,KOL12018,Home Decor,KOL1952805,Cash,14500
1478,20-Dec-18,KOL12018,Garments,KOL1981720,Cash,1900
1479,25-Dec-18,KOL12018,Garments,KOL1943506,Cash,1000
1480,23-Dec-18,KOL12018,Wood  furniture,KOL1975140,Cash,5820
1481,18-Dec-18,KOL12018,Jamdani Saree,KOL1952622,Cash,2200
1482,21-Dec-18,KOL12018,gym products,KOL1960616,Net Banking,5300
1483,15-Dec-18,KOL12018,healthacare products,KOL1968270,Credit Card,5500
1484,15-Dec-18,KOL12018,Meditation session,KOL1980305,Cash,2700
1485,15-Dec-18,KOL12018,Steam Irons,KOL1944001,Cash,1180
1486,22-Dec-18,KOL12018,Jamdani Saree,KOL1934225,Cash,2740
1487,15-Dec-18,KOL12018,Massager,KOL1995435,Cash,3000
1488,21-Dec-18,KOL12018,artificial candle & lights,KOL1978680,Cash,4000
1489,21-Dec-18,KOL12018,Carpet,KOL1932865,Cash,3200
1490,21-Dec-18,KOL12018,Suits,KOL1966542,Cash,2800
1491,25-Dec-18,KOL12018,Mattress,KOL1943506,Credit Card,600
1492,18-Dec-18,KOL12018,Furniture,KOL1946122,Cash,6700
1493,18-Dec-18,KOL12018,Suits,KOL1913067,Cash,400
1494,15-Dec-18,KOL12018,Belt,KOL1987551,Cash,1300
1495,15-Dec-18,KOL12018,healthacare products,KOL1904634,Credit Card,750
1496,25-Dec-18,KOL12018,Jamdani Saree,KOL1908383,Credit Card,4800
1497,15-Dec-18,KOL12018,Garments,KOL1967461,Credit Card,500
1498,15-Dec-18,KOL12018,Home Appliances,KOL1944001,Cash,2000
1499,15-Dec-18,KOL12018,Jamdani Saree,KOL1904656,Cash,14490
1500,25-Dec-18,KOL12018,Wood  furniture,KOL1925425,Cash,1000
1501,20-Dec-18,KOL12018,Sofa cum bed,KOL1980721,Credit Card,5370
1502,15-Dec-18,KOL12018,Massager,KOL1920515,Net Banking,756
1503,23-Dec-18,KOL12018,Mattress,KOL1958350,Cash,6800
1504,17-Dec-18,KOL12018,Suits,KOL1957336,Cash,1750
1505,25-Dec-18,KOL12018,Painting,KOL1981720,Cash,1500
1506,14-Dec-18,KOL12018,Jamdani Saree,KOL1958635,Cash,1800
1507,14-Dec-18,KOL12018,Jamdani Saree,KOL1970272,Cash,1100
1508,15-Dec-18,KOL12018,Suits,KOL1921705,Cash,32000
1509,15-Dec-18,KOL12018,Suits,KOL1947133,Cash,1500
1510,14-Dec-18,KOL12018,Suits,KOL1944001,Cash,400
1511,17-Dec-18,KOL12018,Tea,KOL1938424,Cash,4600
1512,15-Dec-18,KOL12018,Sofa cum bed,KOL1975812,Credit Card,5000
1513,19-Dec-18,KOL12018,Attar,KOL1924111,Cash,1200
1514,19-Dec-18,KOL12018,Necklace,KOL1938424,Cash,750
1515,23-Dec-18,KOL12018,Garments,KOL1935185,Cash,1000
1516,23-Dec-18,KOL12018,handloom,KOL1983216,Credit Card,2900
1517,22-Dec-18,KOL12018,Garments,KOL1943506,Credit Card,680
1518,24-Dec-18,KOL12018,Carpet,KOL1955135,Credit Card,50000
1519,23-Dec-18,KOL12018,Fruit Juices,KOL1944737,Cash,6000
1520,23-Dec-18,KOL12018,Lamps,KOL1920515,Net Banking,3500
1521,24-Dec-18,KOL12018,Garments,KOL1947500,Cash,2000
1522,18-Dec-18,KOL12018,Duppatta,KOL1964080,Cash,5000
1523,16-Dec-18,KOL12018,Garments,KOL1977112,Cash,2200
1524,16-Dec-18,KOL12018,Jamdani Saree,KOL1925514,Cash,5500
1525,23-Dec-18,KOL12018,Jamdani Saree,KOL1987551,Cash,3100
1526,23-Dec-18,KOL12018,"Jewellery,Necklace",KOL1941830,Credit Card,4000
1527,15-Dec-18,KOL12018,Steam Irons,KOL1934527,Credit Card,7000
1528,15-Dec-18,KOL12018,Garments,KOL1974735,Credit Card,3700
1529,24-Dec-18,KOL12018,Home Appliances,KOL1943506,Credit Card,420
1530,24-Dec-18,KOL12018,Home Appliances,KOL1920515,Cash,1700
1531,22-Dec-18,KOL12018,Suits,KOL1921213,Cash,30200
1532,22-Dec-18,KOL12018,Suits,KOL1915825,Credit Card,12000
1533,21-Dec-18,KOL12018,Garments,KOL1924517,Cash,6500
